## Fri Nov 25 12:34:55 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
FRAGMENTO_570_3	1171373.PACID_15070	8.88e-291	797.0	COG0044@1|root,COG0044@2|Bacteria,2GJ0T@201174|Actinobacteria,4DMZJ@85009|Propionibacteriales	201174|Actinobacteria	F	Belongs to the metallo-dependent hydrolases superfamily. DHOase family. Class I DHOase subfamily	pyrC	-	3.5.2.2,3.5.2.3,3.5.2.5	ko:K01464,ko:K01465,ko:K01466	ko00230,ko00240,ko00410,ko00770,ko00983,ko01100,ko01120,map00230,map00240,map00410,map00770,map00983,map01100,map01120	M00046,M00051,M00546	R01993,R02269,R02425,R03055,R08227	RC00632,RC00680	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Amidohydro_1
FRAGMENTO_570_4	1171373.PACID_15060	8.03e-33	118.0	COG2065@1|root,COG2065@2|Bacteria,2GJNP@201174|Actinobacteria,4DQ8W@85009|Propionibacteriales	201174|Actinobacteria	F	Also displays a weak uracil phosphoribosyltransferase activity which is not physiologically significant	pyrR	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	2.4.2.9	ko:K02825	ko00240,ko01100,map00240,map01100	-	R00966	RC00063	ko00000,ko00001,ko01000,ko03000	-	-	-	Pribosyltran
FRAGMENTO_571_1	1171373.PACID_15060	1.75e-60	191.0	COG2065@1|root,COG2065@2|Bacteria,2GJNP@201174|Actinobacteria,4DQ8W@85009|Propionibacteriales	201174|Actinobacteria	F	Also displays a weak uracil phosphoribosyltransferase activity which is not physiologically significant	pyrR	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	2.4.2.9	ko:K02825	ko00240,ko01100,map00240,map01100	-	R00966	RC00063	ko00000,ko00001,ko01000,ko03000	-	-	-	Pribosyltran
FRAGMENTO_571_3	1171373.PACID_15050	3.64e-85	253.0	COG1610@1|root,COG1610@2|Bacteria,2IFFJ@201174|Actinobacteria,4DR27@85009|Propionibacteriales	201174|Actinobacteria	S	Yqey-like protein	yqeY	-	-	ko:K09117	-	-	-	-	ko00000	-	-	-	YqeY
FRAGMENTO_571_4	1171373.PACID_15040	5.14e-244	670.0	COG0667@1|root,COG0667@2|Bacteria,2GMT5@201174|Actinobacteria,4DNMA@85009|Propionibacteriales	201174|Actinobacteria	C	Aldo/keto reductase family	yghZ	-	-	ko:K19265	-	-	-	-	ko00000,ko01000	-	-	-	Aldo_ket_red
FRAGMENTO_571_5	1171373.PACID_15030	1.18e-59	186.0	2B57P@1|root,32TPU@2|Bacteria,2I89I@201174|Actinobacteria,4DQZ6@85009|Propionibacteriales	201174|Actinobacteria	S	Protein of unknown function (DUF3052)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3052
FRAGMENTO_572_1	1171373.PACID_15030	2.22e-12	63.2	2B57P@1|root,32TPU@2|Bacteria,2I89I@201174|Actinobacteria,4DQZ6@85009|Propionibacteriales	201174|Actinobacteria	S	Protein of unknown function (DUF3052)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3052
FRAGMENTO_572_2	1171373.PACID_15020	0.0	1834.0	COG2609@1|root,COG2609@2|Bacteria,2GJRE@201174|Actinobacteria,4DNUA@85009|Propionibacteriales	201174|Actinobacteria	C	Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)	aceE	GO:0000287,GO:0003674,GO:0003824,GO:0004738,GO:0004739,GO:0005488,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016624,GO:0016903,GO:0030312,GO:0032991,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0045254,GO:0046872,GO:0055114,GO:0071944,GO:1902494,GO:1990204	1.2.4.1	ko:K00163	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200	M00307	R00014,R00209,R01699,R03270	RC00004,RC00027,RC00627,RC02742,RC02744,RC02882	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Transketolase_N
FRAGMENTO_572_3	1171373.PACID_15010	3.59e-66	212.0	COG2508@1|root,COG2508@2|Bacteria,2GN0S@201174|Actinobacteria,4DNAE@85009|Propionibacteriales	201174|Actinobacteria	QT	PucR C-terminal helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_30
FRAGMENTO_573_1	1171373.PACID_15010	2.89e-177	502.0	COG2508@1|root,COG2508@2|Bacteria,2GN0S@201174|Actinobacteria,4DNAE@85009|Propionibacteriales	201174|Actinobacteria	QT	PucR C-terminal helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_30
FRAGMENTO_573_2	1171373.PACID_15000	3.75e-73	219.0	COG1433@1|root,COG1433@2|Bacteria,2GSU0@201174|Actinobacteria	201174|Actinobacteria	S	Dinitrogenase iron-molybdenum cofactor	-	-	-	-	-	-	-	-	-	-	-	-	Nitro_FeMo-Co
FRAGMENTO_573_3	1171373.PACID_14990	6.62e-188	525.0	COG1893@1|root,COG1893@2|Bacteria,2I3AM@201174|Actinobacteria,4DUY3@85009|Propionibacteriales	201174|Actinobacteria	H	Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid	panE	-	1.1.1.169	ko:K00077	ko00770,ko01100,ko01110,map00770,map01100,map01110	M00119	R02472	RC00726	ko00000,ko00001,ko00002,ko01000	-	-	-	ApbA,ApbA_C
FRAGMENTO_573_4	1171373.PACID_14980	8.2e-185	518.0	COG0331@1|root,COG0331@2|Bacteria,2GME0@201174|Actinobacteria,4DT30@85009|Propionibacteriales	201174|Actinobacteria	I	Acyl transferase domain	fabD	GO:0003674,GO:0003824,GO:0004312,GO:0004314,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005835,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016417,GO:0016419,GO:0016420,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046394,GO:0071704,GO:0072330,GO:1901576	2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyl_transf_1
FRAGMENTO_573_5	1171373.PACID_14970	2.97e-44	152.0	COG0332@1|root,COG0332@2|Bacteria,2GJP8@201174|Actinobacteria,4DP78@85009|Propionibacteriales	201174|Actinobacteria	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids	fabH	-	2.3.1.180	ko:K00648	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00082,M00083	R10707	RC00004,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	ACP_syn_III,ACP_syn_III_C
FRAGMENTO_574_1	1171373.PACID_14970	4.74e-160	454.0	COG0332@1|root,COG0332@2|Bacteria,2GJP8@201174|Actinobacteria,4DP78@85009|Propionibacteriales	201174|Actinobacteria	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids	fabH	-	2.3.1.180	ko:K00648	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00082,M00083	R10707	RC00004,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	ACP_syn_III,ACP_syn_III_C
FRAGMENTO_574_2	1171373.PACID_14960	2.01e-46	149.0	COG0236@1|root,COG0236@2|Bacteria,2IQ43@201174|Actinobacteria,4DVYA@85009|Propionibacteriales	201174|Actinobacteria	IQ	Carrier of the growing fatty acid chain in fatty acid biosynthesis	acpP	GO:0000035,GO:0000036,GO:0003674,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0006082,GO:0006139,GO:0006163,GO:0006629,GO:0006631,GO:0006633,GO:0006637,GO:0006643,GO:0006644,GO:0006664,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009117,GO:0009150,GO:0009245,GO:0009247,GO:0009259,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016053,GO:0019637,GO:0019693,GO:0019752,GO:0019842,GO:0030312,GO:0031177,GO:0032787,GO:0033218,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035383,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044620,GO:0046394,GO:0046467,GO:0046483,GO:0046493,GO:0048037,GO:0051186,GO:0051192,GO:0055086,GO:0071704,GO:0071944,GO:0072330,GO:0072341,GO:0072521,GO:0090407,GO:0140104,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901360,GO:1901564,GO:1901576,GO:1903509	-	ko:K02078	-	-	-	-	ko00000,ko00001	-	-	-	PP-binding
FRAGMENTO_574_3	1171373.PACID_14950	1.67e-289	792.0	COG0304@1|root,COG0304@2|Bacteria,2GIY4@201174|Actinobacteria,4DN2J@85009|Propionibacteriales	201174|Actinobacteria	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP	fabF	-	2.3.1.179	ko:K09458	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	RC00039,RC02728,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Ketoacyl-synt_C,ketoacyl-synt
FRAGMENTO_574_4	1171373.PACID_14940	5.71e-106	307.0	299E4@1|root,2ZWGX@2|Bacteria,2GM90@201174|Actinobacteria,4DQ7U@85009|Propionibacteriales	201174|Actinobacteria	S	Protein of unknown function (DUF3145)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3145
FRAGMENTO_574_5	1171373.PACID_14930	1.2e-60	192.0	COG0325@1|root,COG0325@2|Bacteria,2GMRJ@201174|Actinobacteria,4DQBA@85009|Propionibacteriales	201174|Actinobacteria	S	Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis	-	-	-	ko:K06997	-	-	-	-	ko00000	-	-	-	Ala_racemase_N
FRAGMENTO_575_1	1171373.PACID_14930	1.63e-55	179.0	COG0325@1|root,COG0325@2|Bacteria,2GMRJ@201174|Actinobacteria,4DQBA@85009|Propionibacteriales	201174|Actinobacteria	S	Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis	-	-	-	ko:K06997	-	-	-	-	ko00000	-	-	-	Ala_racemase_N
FRAGMENTO_575_2	1171373.PACID_14920	5.51e-215	595.0	COG2304@1|root,COG2304@2|Bacteria,2GNKP@201174|Actinobacteria	201174|Actinobacteria	S	von Willebrand factor, type A	-	-	-	ko:K07114	-	-	-	-	ko00000,ko02000	1.A.13.2.2,1.A.13.2.3	-	-	BatA,VWA,VWA_2
FRAGMENTO_575_3	1171373.PACID_14910	2.3e-210	584.0	COG2304@1|root,COG2304@2|Bacteria,2GNKP@201174|Actinobacteria	201174|Actinobacteria	S	von Willebrand factor, type A	-	-	-	ko:K07114	-	-	-	-	ko00000,ko02000	1.A.13.2.2,1.A.13.2.3	-	-	BatA,VWA,VWA_2
FRAGMENTO_575_4	1171373.PACID_14900	1.08e-244	673.0	COG1721@1|root,COG1721@2|Bacteria,2GKSJ@201174|Actinobacteria,4DQEK@85009|Propionibacteriales	201174|Actinobacteria	S	Protein of unknown function DUF58	-	-	-	-	-	-	-	-	-	-	-	-	DUF58
FRAGMENTO_576_1	1171373.PACID_14890	1.05e-216	602.0	COG0714@1|root,COG0714@2|Bacteria,2GK07@201174|Actinobacteria,4DNJJ@85009|Propionibacteriales	201174|Actinobacteria	S	ATPase family associated with various cellular activities (AAA)	-	-	-	ko:K03924	-	-	-	-	ko00000,ko01000	-	-	-	AAA_3
FRAGMENTO_576_2	1171373.PACID_14880	3.24e-127	371.0	2BYTB@1|root,33S2I@2|Bacteria,2IIS4@201174|Actinobacteria,4DSUF@85009|Propionibacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_576_3	1171373.PACID_14870	1.9e-176	494.0	COG0561@1|root,COG0561@2|Bacteria,2GP42@201174|Actinobacteria,4DR0A@85009|Propionibacteriales	201174|Actinobacteria	J	hydrolases of the HAD superfamily	cof	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
FRAGMENTO_577_1	345341.KUTG_01921	1.17e-51	170.0	COG3335@1|root,COG3415@1|root,COG3335@2|Bacteria,COG3415@2|Bacteria,2GK01@201174|Actinobacteria,4E8N9@85010|Pseudonocardiales	201174|Actinobacteria	L	DDE superfamily endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	DDE_3,HTH_32
FRAGMENTO_577_2	1146883.BLASA_3445	1.12e-71	219.0	COG3415@1|root,COG3415@2|Bacteria,2IJ34@201174|Actinobacteria,4EVEM@85013|Frankiales	201174|Actinobacteria	L	Evidence 4 Homologs of previously reported genes of	-	-	-	-	-	-	-	-	-	-	-	-	HTH_32
FRAGMENTO_577_5	1171373.PACID_18700	3.15e-58	183.0	COG3981@1|root,COG3981@2|Bacteria,2IGK9@201174|Actinobacteria	201174|Actinobacteria	L	Gcn5-related n-acetyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_3
FRAGMENTO_578_1	1171373.PACID_18700	8.23e-32	115.0	COG3981@1|root,COG3981@2|Bacteria,2IGK9@201174|Actinobacteria	201174|Actinobacteria	L	Gcn5-related n-acetyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_3
FRAGMENTO_578_2	1171373.PACID_18680	0.0	941.0	COG0477@1|root,COG0477@2|Bacteria,2GJ09@201174|Actinobacteria	201174|Actinobacteria	EGP	Major facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
FRAGMENTO_578_3	1171373.PACID_18670	1.88e-106	311.0	COG1309@1|root,COG1309@2|Bacteria	2|Bacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
FRAGMENTO_578_4	1171373.PACID_18660	5.02e-100	306.0	COG0515@1|root,COG0515@2|Bacteria,2GM6E@201174|Actinobacteria,4DWKP@85009|Propionibacteriales	201174|Actinobacteria	KLT	Protein tyrosine kinase	-	-	2.7.11.1	ko:K08884,ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	NPCBM,PASTA,Pkinase
FRAGMENTO_579_1	1171373.PACID_18660	5.05e-187	540.0	COG0515@1|root,COG0515@2|Bacteria,2GM6E@201174|Actinobacteria,4DWKP@85009|Propionibacteriales	201174|Actinobacteria	KLT	Protein tyrosine kinase	-	-	2.7.11.1	ko:K08884,ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	NPCBM,PASTA,Pkinase
FRAGMENTO_579_2	1171373.PACID_18640	2.71e-156	444.0	COG0583@1|root,COG0583@2|Bacteria,2GJEC@201174|Actinobacteria,4DQ1J@85009|Propionibacteriales	201174|Actinobacteria	K	Bacterial regulatory helix-turn-helix protein, lysR family	lysG	-	-	ko:K05596	-	-	-	-	ko00000,ko03000,ko03036	-	-	-	HTH_1,LysR_substrate
FRAGMENTO_579_3	1171373.PACID_18630	3.96e-107	312.0	COG1279@1|root,COG1279@2|Bacteria,2IHQ2@201174|Actinobacteria,4DQJE@85009|Propionibacteriales	201174|Actinobacteria	S	LysE type translocator	lysE	GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015174,GO:0015181,GO:0015318,GO:0015711,GO:0015802,GO:0015807,GO:0015809,GO:0015849,GO:0015893,GO:0016020,GO:0022857,GO:0034220,GO:0042221,GO:0042493,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902023,GO:1903825,GO:1903826,GO:1905039,GO:1990822	-	ko:K06895	-	-	-	-	ko00000,ko02000	2.A.75.1	-	-	LysE
FRAGMENTO_579_4	1171373.PACID_18620	4.44e-107	313.0	COG0311@1|root,COG0311@2|Bacteria,2GNYG@201174|Actinobacteria,4DQFC@85009|Propionibacteriales	201174|Actinobacteria	H	Catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the biosynthesis of pyridoxal 5'-phosphate. The resulting ammonia molecule is channeled to the active site of PdxS	pdxT	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0008614,GO:0009058,GO:0009108,GO:0009110,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0016829,GO:0016840,GO:0016843,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0031668,GO:0032991,GO:0033554,GO:0034641,GO:0040007,GO:0042364,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046184,GO:0046483,GO:0050896,GO:0051186,GO:0051188,GO:0051716,GO:0071496,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617,GO:1902494,GO:1903600	4.3.3.6	ko:K08681	ko00750,map00750	-	R07456	RC00010,RC01783,RC03043	ko00000,ko00001,ko01000	-	-	-	SNO
FRAGMENTO_580_1	1171373.PACID_18610	9.76e-175	492.0	COG0214@1|root,COG0214@2|Bacteria,2GK1T@201174|Actinobacteria,4DNEB@85009|Propionibacteriales	201174|Actinobacteria	H	Catalyzes the formation of pyridoxal 5'-phosphate from ribose 5-phosphate (RBP), glyceraldehyde 3-phosphate (G3P) and ammonia. The ammonia is provided by the PdxT subunit. Can also use ribulose 5-phosphate and dihydroxyacetone phosphate as substrates, resulting from enzyme-catalyzed isomerization of RBP and G3P, respectively	pdxS	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006081,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0016020,GO:0016829,GO:0016840,GO:0016843,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0040007,GO:0042364,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0046184,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:0072524,GO:0072525,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	4.3.3.6	ko:K06215	ko00750,map00750	-	R07456	RC00010,RC01783,RC03043	ko00000,ko00001,ko01000	-	-	-	SOR_SNZ
FRAGMENTO_580_2	1171373.PACID_18600	1.18e-264	733.0	COG1167@1|root,COG1167@2|Bacteria,2GJ5P@201174|Actinobacteria,4DPW7@85009|Propionibacteriales	201174|Actinobacteria	K	helix_turn_helix gluconate operon transcriptional repressor	pdxR	-	-	ko:K00375	-	-	-	-	ko00000,ko03000	-	-	-	Aminotran_1_2,GntR
FRAGMENTO_580_3	1171373.PACID_18590	2.24e-67	213.0	2CESX@1|root,348PT@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_580_4	1171373.PACID_18580	1.11e-53	176.0	COG0031@1|root,COG0031@2|Bacteria,2GIXE@201174|Actinobacteria	201174|Actinobacteria	E	Belongs to the cysteine synthase cystathionine beta- synthase family	cysK	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004124,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006534,GO:0006535,GO:0006563,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0016829,GO:0016846,GO:0019344,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0080146,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.5.1.47	ko:K01738	ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230	M00021	R00897,R03601,R04859	RC00020,RC02814,RC02821	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
FRAGMENTO_581_1	1171373.PACID_18580	9.95e-142	405.0	COG0031@1|root,COG0031@2|Bacteria,2GIXE@201174|Actinobacteria	201174|Actinobacteria	E	Belongs to the cysteine synthase cystathionine beta- synthase family	cysK	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004124,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006534,GO:0006535,GO:0006563,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0016829,GO:0016846,GO:0019344,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0080146,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.5.1.47	ko:K01738	ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230	M00021	R00897,R03601,R04859	RC00020,RC02814,RC02821	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
FRAGMENTO_581_2	1171373.PACID_18570	1.76e-138	400.0	COG1877@1|root,COG1877@2|Bacteria,2GMKW@201174|Actinobacteria,4DNQI@85009|Propionibacteriales	201174|Actinobacteria	G	Removes the phosphate from trehalose 6-phosphate to produce free trehalose	otsB	-	3.1.3.12	ko:K01087	ko00500,ko01100,map00500,map01100	-	R02778	RC00017	ko00000,ko00001,ko01000	-	-	-	Trehalose_PPase
FRAGMENTO_581_3	1171373.PACID_18560	3.64e-313	855.0	COG0380@1|root,COG0380@2|Bacteria,2GMX7@201174|Actinobacteria,4DNDY@85009|Propionibacteriales	201174|Actinobacteria	G	Glycosyltransferase family 20	otsA	GO:0003674,GO:0003824,GO:0003825,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016311,GO:0016740,GO:0016757,GO:0016758,GO:0016787,GO:0016788,GO:0016791,GO:0030145,GO:0030312,GO:0033554,GO:0034637,GO:0035251,GO:0040007,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0046527,GO:0046872,GO:0046914,GO:0047260,GO:0050896,GO:0051716,GO:0070413,GO:0071704,GO:0071944,GO:1901576	2.4.1.15,2.4.1.347,3.1.3.12	ko:K00697,ko:K16055	ko00500,ko01100,map00500,map01100	-	R02737,R02778	RC00005,RC00017,RC00049,RC02748	ko00000,ko00001,ko01000,ko01003	-	GT20	-	Glyco_transf_20,Trehalose_PPase
FRAGMENTO_582_1	1171373.PACID_18550	1.37e-298	826.0	COG0488@1|root,COG0488@2|Bacteria,2GJHN@201174|Actinobacteria,4DPS7@85009|Propionibacteriales	201174|Actinobacteria	S	ABC transporter	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
FRAGMENTO_582_2	1171373.PACID_18530	2.74e-97	286.0	2EFFR@1|root,3398G@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_582_3	1171373.PACID_18520	1.14e-141	405.0	COG0568@1|root,COG0568@2|Bacteria	2|Bacteria	K	sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	-	-	-	ko:K03086,ko:K03087,ko:K03093	ko02026,ko05111,map02026,map05111	-	-	-	ko00000,ko00001,ko03021	-	-	-	Sigma70_r2,Sigma70_r4
FRAGMENTO_583_1	1171373.PACID_18510	0.0	1105.0	COG0358@1|root,COG0358@2|Bacteria,2GJFX@201174|Actinobacteria,4DN6K@85009|Propionibacteriales	201174|Actinobacteria	L	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication	dnaG	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944	-	ko:K02316	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DnaB_bind,DnaG_DnaB_bind,Toprim_4,Toprim_N,zf-CHC2
